InteractionID	UniprotID_A	UniprotName_A	GeneName_A	UniprotID_B	UniprotName_B	GeneName_B	Experiments	Methods	Publications	3DStructures	CurationEvents
3728237	P62899	RL31_HUMAN	RPL31	P62266	RS23_HUMAN	RPS23	2	1	2	0	2
3728280	P62899	RL31_HUMAN	RPL31	P62854	RS26_HUMAN	RPS26	2	1	2	0	3
3728319	P62899	RL31_HUMAN	RPL31	P15880	RS2_HUMAN	RPS2	2	1	2	0	2
3728394	P62899	RL31_HUMAN	RPL31	P62701	RS4X_HUMAN	RPS4X	2	1	2	0	2
3728415	P62899	RL31_HUMAN	RPL31	P46782	RS5_HUMAN	RPS5	2	1	2	0	2
3728442	P62899	RL31_HUMAN	RPL31	P62753	RS6_HUMAN	RPS6	2	1	2	0	2
3728461	P62899	RL31_HUMAN	RPL31	P62081	RS7_HUMAN	RPS7	2	1	2	0	2
3728488	P62899	RL31_HUMAN	RPL31	P62241	RS8_HUMAN	RPS8	2	1	2	0	2
3728529	P62899	RL31_HUMAN	RPL31	P08865	RSSA_HUMAN	RPSA	2	1	2	0	2
3728561	P62899	RL31_HUMAN	RPL31	Q02878	RL6_HUMAN	RPL6	2	1	2	0	2
3728711	P62899	RL31_HUMAN	RPL31	P61247	RS3A_HUMAN	RPS3A	2	1	2	0	2
3728717	P62899	RL31_HUMAN	RPL31	P23396	RS3_HUMAN	RPS3	2	1	2	0	2
3728758	P62899	RL31_HUMAN	RPL31	P25398	RS12_HUMAN	RPS12	2	1	2	0	2
3728828	P62899	RL31_HUMAN	RPL31	P32969	RL9_HUMAN	RPL9P9	2	1	2	0	2
3728854	P62899	RL31_HUMAN	RPL31	P36578	RL4_HUMAN	RPL4	2	1	2	0	2
3729062	P62899	RL31_HUMAN	RPL31	P42766	RL35_HUMAN	RPL35	2	1	2	0	2
3729086	P62899	RL31_HUMAN	RPL31	P05388	RLA0_HUMAN	RPLP0	2	1	2	0	2
3729094	P62899	RL31_HUMAN	RPL31	P62917	RL8_HUMAN	RPL8	2	1	2	0	2
3727665	P62906	RL10A_HUMAN	RPL10A	P46778	RL21_HUMAN	RPL21	2	1	2	0	2
3727668	P62906	RL10A_HUMAN	RPL10A	Q02878	RL6_HUMAN	RPL6	2	1	2	0	2
3727672	P62906	RL10A_HUMAN	RPL10A	P62424	RL7A_HUMAN	RPL7A	2	1	2	0	2
3727689	P62906	RL10A_HUMAN	RPL10A	P61247	RS3A_HUMAN	RPS3A	2	1	2	0	2
3727695	P62906	RL10A_HUMAN	RPL10A	P23396	RS3_HUMAN	RPS3	2	1	2	0	2
3727706	P62906	RL10A_HUMAN	RPL10A	P46781	RS9_HUMAN	RPS9	2	1	2	0	2
3727745	P62906	RL10A_HUMAN	RPL10A	P36578	RL4_HUMAN	RPL4	2	1	2	0	2
3727749	P62906	RL10A_HUMAN	RPL10A	P18124	RL7_HUMAN	RPL7	2	1	2	0	2
3727799	P62906	RL10A_HUMAN	RPL10A	P05388	RLA0_HUMAN	RPLP0	2	1	2	0	2
3727868	P62906	RL10A_HUMAN	RPL10A	P62913	RL11_HUMAN	RPL11	2	1	2	0	2
3727869	P62906	RL10A_HUMAN	RPL10A	P30050	RL12_HUMAN	RPL12	2	1	2	0	2
3727871	P62906	RL10A_HUMAN	RPL10A	P26373	RL13_HUMAN	RPL13	2	1	2	0	2
3727873	P62906	RL10A_HUMAN	RPL10A	P50914	RL14_HUMAN	RPL14	2	1	2	0	2
3727877	P62906	RL10A_HUMAN	RPL10A	P61313	RL15_HUMAN	RPL15	2	1	2	0	2
3727883	P62906	RL10A_HUMAN	RPL10A	Q02543	RL18A_HUMAN	RPL18A	3	2	3	0	3
3727887	P62906	RL10A_HUMAN	RPL10A	Q07020	RL18_HUMAN	RPL18	3	2	3	0	3
3727893	P62906	RL10A_HUMAN	RPL10A	P84098	RL19_HUMAN	RPL19	2	1	2	0	2
3727918	P62906	RL10A_HUMAN	RPL10A	P62829	RL23_HUMAN	RPL23	2	1	2	0	2
3727926	P62906	RL10A_HUMAN	RPL10A	P83731	RL24_HUMAN	RPL24	2	1	2	0	2
3727948	P62906	RL10A_HUMAN	RPL10A	P62888	RL30_HUMAN	RPL30	3	2	3	0	3
3727953	P62906	RL10A_HUMAN	RPL10A	P62899	RL31_HUMAN	RPL31	2	1	2	0	2
3727965	P62906	RL10A_HUMAN	RPL10A	P61513	RL37A_HUMAN	RPL37A	3	2	3	0	3
3727980	P62906	RL10A_HUMAN	RPL10A	P39023	RL3_HUMAN	RPL3	2	1	2	0	2
3727998	P62906	RL10A_HUMAN	RPL10A	P46777	RL5_HUMAN	RPL5	2	1	2	0	2
3728057	P62906	RL10A_HUMAN	RPL10A	P62917	RL8_HUMAN	RPL8	2	1	2	0	2
3728067	P62906	RL10A_HUMAN	RPL10A	P32969	RL9_HUMAN	RPL9P9	2	1	2	0	2
3728089	P62906	RL10A_HUMAN	RPL10A	P62280	RS11_HUMAN	RPS11	2	1	2	0	2
3728106	P62906	RL10A_HUMAN	RPL10A	P62277	RS13_HUMAN	RPS13	2	1	2	0	2
3728134	P62906	RL10A_HUMAN	RPL10A	P62244	RS15A_HUMAN	RPS15A	2	1	2	0	2
3728163	P62906	RL10A_HUMAN	RPL10A	P62249	RS16_HUMAN	RPS16	2	1	2	0	2
3728213	P62906	RL10A_HUMAN	RPL10A	P60866	RS20_HUMAN	RPS20	2	1	2	0	2
3728223	P62906	RL10A_HUMAN	RPL10A	P62266	RS23_HUMAN	RPS23	2	1	2	0	2
3728262	P62906	RL10A_HUMAN	RPL10A	P62851	RS25_HUMAN	RPS25	2	1	2	0	2
3728307	P62906	RL10A_HUMAN	RPL10A	P15880	RS2_HUMAN	RPS2	2	1	2	0	2
3728381	P62906	RL10A_HUMAN	RPL10A	P62701	RS4X_HUMAN	RPS4X	2	1	2	0	2
3728406	P62906	RL10A_HUMAN	RPL10A	P46782	RS5_HUMAN	RPS5	2	1	2	0	2
3728430	P62906	RL10A_HUMAN	RPL10A	P62753	RS6_HUMAN	RPS6	2	1	2	0	2
3728474	P62906	RL10A_HUMAN	RPL10A	P62241	RS8_HUMAN	RPS8	2	1	2	0	2
3728516	P62906	RL10A_HUMAN	RPL10A	P08865	RSSA_HUMAN	RPSA	2	1	2	0	2
3728616	P62906	RL10A_HUMAN	RPL10A	P62750	RL23A_HUMAN	RPL23A	2	1	2	0	2
3728629	P62906	RL10A_HUMAN	RPL10A	P62854	RS26_HUMAN	RPS26	2	1	2	0	3
3728720	P62906	RL10A_HUMAN	RPL10A	P25398	RS12_HUMAN	RPS12	2	1	2	0	2
3728745	P62906	RL10A_HUMAN	RPL10A	P39019	RS19_HUMAN	RPS19	2	1	2	0	2
3729162	P62906	RL10A_HUMAN	RPL10A	P35268	RL22_HUMAN	RPL22	2	1	2	0	2
3731765	P62906	RL10A_HUMAN	RPL10A	Q96L21	RL10L_HUMAN	RPL10L	2	1	2	0	2
3805740	P62906	RL10A_HUMAN	RPL10A	Q9UNX3	RL26L_HUMAN	RPL26L1	2	2	2	0	3
3729307	P62910	RL32_HUMAN	RPL32	P46777	RL5_HUMAN	RPL5	2	1	2	0	2
3729309	P62910	RL32_HUMAN	RPL32	P18124	RL7_HUMAN	RPL7	2	1	2	0	2
3729312	P62910	RL32_HUMAN	RPL32	P62917	RL8_HUMAN	RPL8	2	1	2	0	2
3729315	P62910	RL32_HUMAN	RPL32	P32969	RL9_HUMAN	RPL9P9	2	1	2	0	2
3729362	P62910	RL32_HUMAN	RPL32	P15880	RS2_HUMAN	RPS2	2	1	2	0	2
3729366	P62910	RL32_HUMAN	RPL32	P23396	RS3_HUMAN	RPS3	2	1	2	0	2
3729368	P62910	RL32_HUMAN	RPL32	P62701	RS4X_HUMAN	RPS4X	2	1	2	0	2
3729370	P62910	RL32_HUMAN	RPL32	P62753	RS6_HUMAN	RPS6	2	1	2	0	2
3729414	P62910	RL32_HUMAN	RPL32	P62424	RL7A_HUMAN	RPL7A	2	1	2	0	2
3729415	P62910	RL32_HUMAN	RPL32	P62241	RS8_HUMAN	RPS8	2	1	2	0	2
3729426	P62910	RL32_HUMAN	RPL32	P36578	RL4_HUMAN	RPL4	2	1	2	0	2
3729458	P62910	RL32_HUMAN	RPL32	P62244	RS15A_HUMAN	RPS15A	2	1	2	0	2
3729482	P62910	RL32_HUMAN	RPL32	P62249	RS16_HUMAN	RPS16	2	1	2	0	2
3729506	P62910	RL32_HUMAN	RPL32	P61247	RS3A_HUMAN	RPS3A	2	1	2	0	2
3729689	P62910	RL32_HUMAN	RPL32	P39023	RL3_HUMAN	RPL3	2	1	2	0	2
3849995	P62910	RL32_HUMAN	RPL32	P61513	RL37A_HUMAN	RPL37A	2	2	2	0	2
3307322	P62913	RL11_HUMAN	RPL11	Q00987	MDM2_HUMAN	MDM2	39	8	25	1	50
3332372	P62913	RL11_HUMAN	RPL11	Q15843	NEDD8_HUMAN	NEDD8	4	3	3	0	5
3555760	P62913	RL11_HUMAN	RPL11	P29590	PML_HUMAN	PML	4	3	2	0	4
3649451	P62913	RL11_HUMAN	RPL11	P04637	P53_HUMAN	TP53	4	1	4	0	6
3727870	P62913	RL11_HUMAN	RPL11	P30050	RL12_HUMAN	RPL12	2	1	2	0	2
3727872	P62913	RL11_HUMAN	RPL11	P26373	RL13_HUMAN	RPL13	2	1	2	0	2
3727874	P62913	RL11_HUMAN	RPL11	P50914	RL14_HUMAN	RPL14	2	1	2	0	2
3727878	P62913	RL11_HUMAN	RPL11	P61313	RL15_HUMAN	RPL15	2	1	2	0	2
3727884	P62913	RL11_HUMAN	RPL11	Q02543	RL18A_HUMAN	RPL18A	2	1	2	0	2
3727888	P62913	RL11_HUMAN	RPL11	Q07020	RL18_HUMAN	RPL18	2	1	2	0	2
3727894	P62913	RL11_HUMAN	RPL11	P84098	RL19_HUMAN	RPL19	2	1	2	0	2
3727901	P62913	RL11_HUMAN	RPL11	P46778	RL21_HUMAN	RPL21	2	1	2	0	2
3727913	P62913	RL11_HUMAN	RPL11	P62750	RL23A_HUMAN	RPL23A	2	1	2	0	2
3727927	P62913	RL11_HUMAN	RPL11	P83731	RL24_HUMAN	RPL24	2	1	2	0	2
3727939	P62913	RL11_HUMAN	RPL11	P46776	RL27A_HUMAN	RPL27A	2	1	2	0	2
3727954	P62913	RL11_HUMAN	RPL11	P62899	RL31_HUMAN	RPL31	2	1	2	0	2
3727966	P62913	RL11_HUMAN	RPL11	P61513	RL37A_HUMAN	RPL37A	2	1	2	0	2
3728014	P62913	RL11_HUMAN	RPL11	Q02878	RL6_HUMAN	RPL6	2	1	2	0	2
3728028	P62913	RL11_HUMAN	RPL11	P62424	RL7A_HUMAN	RPL7A	2	1	2	0	2
3728042	P62913	RL11_HUMAN	RPL11	P18124	RL7_HUMAN	RPL7	2	1	2	0	2
3728068	P62913	RL11_HUMAN	RPL11	P32969	RL9_HUMAN	RPL9P9	2	1	2	0	2
3728090	P62913	RL11_HUMAN	RPL11	P62280	RS11_HUMAN	RPS11	2	1	2	0	2
3728101	P62913	RL11_HUMAN	RPL11	P25398	RS12_HUMAN	RPS12	2	1	2	0	2
3728107	P62913	RL11_HUMAN	RPL11	P62277	RS13_HUMAN	RPS13	2	1	2	0	2
3728122	P62913	RL11_HUMAN	RPL11	P62263	RS14_HUMAN	RPS14	2	1	2	0	2
3728135	P62913	RL11_HUMAN	RPL11	P62244	RS15A_HUMAN	RPS15A	2	1	2	0	2
3728164	P62913	RL11_HUMAN	RPL11	P62249	RS16_HUMAN	RPS16	2	1	2	0	2
3728214	P62913	RL11_HUMAN	RPL11	P60866	RS20_HUMAN	RPS20	2	1	2	0	2
3728224	P62913	RL11_HUMAN	RPL11	P62266	RS23_HUMAN	RPS23	2	1	2	0	2
3728263	P62913	RL11_HUMAN	RPL11	P62851	RS25_HUMAN	RPS25	2	1	2	0	2
3728308	P62913	RL11_HUMAN	RPL11	P15880	RS2_HUMAN	RPS2	2	1	2	0	2
3728357	P62913	RL11_HUMAN	RPL11	P23396	RS3_HUMAN	RPS3	2	1	2	0	2
3728382	P62913	RL11_HUMAN	RPL11	P62701	RS4X_HUMAN	RPS4X	2	1	2	0	2
3728431	P62913	RL11_HUMAN	RPL11	P62753	RS6_HUMAN	RPS6	2	1	2	0	2
3728475	P62913	RL11_HUMAN	RPL11	P62241	RS8_HUMAN	RPS8	2	1	2	0	2
3728518	P62913	RL11_HUMAN	RPL11	P08865	RSSA_HUMAN	RPSA	2	1	2	0	2
3728552	P62913	RL11_HUMAN	RPL11	P62888	RL30_HUMAN	RPL30	2	1	2	0	2
3728553	P62913	RL11_HUMAN	RPL11	P61247	RS3A_HUMAN	RPS3A	2	1	2	0	2
3728628	P62913	RL11_HUMAN	RPL11	P46782	RS5_HUMAN	RPS5	2	1	2	0	2
3728659	P62913	RL11_HUMAN	RPL11	P39019	RS19_HUMAN	RPS19	2	1	2	0	2
3728693	P62913	RL11_HUMAN	RPL11	P36578	RL4_HUMAN	RPL4	2	1	2	0	2
3728747	P62913	RL11_HUMAN	RPL11	P62081	RS7_HUMAN	RPS7	2	1	2	0	2
3728765	P62913	RL11_HUMAN	RPL11	P35268	RL22_HUMAN	RPL22	2	1	2	0	2
3728820	P62913	RL11_HUMAN	RPL11	P62854	RS26_HUMAN	RPS26	2	1	2	0	3
3728914	P62913	RL11_HUMAN	RPL11	P05386	RLA1_HUMAN	RPLP1	2	1	2	0	2
3728994	P62913	RL11_HUMAN	RPL11	Q9Y3U8	RL36_HUMAN	RPL36	2	1	2	0	2
3729018	P62913	RL11_HUMAN	RPL11	P62917	RL8_HUMAN	RPL8	2	1	2	0	2
3729023	P62913	RL11_HUMAN	RPL11	P05388	RLA0_HUMAN	RPLP0	2	1	2	0	2
3729029	P62913	RL11_HUMAN	RPL11	P39023	RL3_HUMAN	RPL3	2	1	2	0	2
3729097	P62913	RL11_HUMAN	RPL11	P46781	RS9_HUMAN	RPS9	2	1	2	0	2
3729155	P62913	RL11_HUMAN	RPL11	P42766	RL35_HUMAN	RPL35	2	1	2	0	2
3729203	P62913	RL11_HUMAN	RPL11	P46783	RS10_HUMAN	RPS10	2	1	2	0	2
3729226	P62913	RL11_HUMAN	RPL11	P63173	RL38_HUMAN	RPL38	2	1	2	0	2
3729284	P62913	RL11_HUMAN	RPL11	P18621	RL17_HUMAN	RPL17	2	1	2	0	2
3732738	P62913	RL11_HUMAN	RPL11	Q15050	RRS1_HUMAN	RRS1	2	1	2	0	2
3727816	P62917	RL8_HUMAN	RPL8	P62277	RS13_HUMAN	RPS13	2	1	2	0	2
3728085	P62917	RL8_HUMAN	RPL8	P32969	RL9_HUMAN	RPL9P9	2	1	2	0	2
3728184	P62917	RL8_HUMAN	RPL8	P62249	RS16_HUMAN	RPS16	2	1	2	0	2
3728243	P62917	RL8_HUMAN	RPL8	P62266	RS23_HUMAN	RPS23	2	1	2	0	2
3728327	P62917	RL8_HUMAN	RPL8	P15880	RS2_HUMAN	RPS2	2	1	2	0	2
3728347	P62917	RL8_HUMAN	RPL8	P61247	RS3A_HUMAN	RPS3A	3	2	3	0	3
3728371	P62917	RL8_HUMAN	RPL8	P23396	RS3_HUMAN	RPS3	2	1	2	0	2
3728399	P62917	RL8_HUMAN	RPL8	P62701	RS4X_HUMAN	RPS4X	2	1	2	0	2
3728445	P62917	RL8_HUMAN	RPL8	P62753	RS6_HUMAN	RPS6	2	1	2	0	2
3728497	P62917	RL8_HUMAN	RPL8	P62241	RS8_HUMAN	RPS8	3	2	3	0	4
3728535	P62917	RL8_HUMAN	RPL8	P08865	RSSA_HUMAN	RPSA	2	1	2	0	2
3728653	P62917	RL8_HUMAN	RPL8	P62854	RS26_HUMAN	RPS26	2	1	2	0	3
3728684	P62917	RL8_HUMAN	RPL8	P60866	RS20_HUMAN	RPS20	2	1	2	0	2
3728781	P62917	RL8_HUMAN	RPL8	P46781	RS9_HUMAN	RPS9	2	1	2	0	2
3729171	P62917	RL8_HUMAN	RPL8	P05388	RLA0_HUMAN	RPLP0	3	2	3	0	4
3772039	P62917	RL8_HUMAN	RPL8	P46779	RL28_HUMAN	RPL28	2	2	2	0	2
3772194	P62917	RL8_HUMAN	RPL8	P62851	RS25_HUMAN	RPS25	2	1	2	0	2
3807271	P62917	RL8_HUMAN	RPL8	Q9UNX3	RL26L_HUMAN	RPL26L1	2	2	2	0	3
3807272	P62917	RL8_HUMAN	RPL8	P05387	RLA2_HUMAN	RPLP2	2	2	2	0	3
3807296	P62917	RL8_HUMAN	RPL8	P40429	RL13A_HUMAN	RPL13A	2	2	2	0	2
3807297	P62917	RL8_HUMAN	RPL8	P61513	RL37A_HUMAN	RPL37A	2	2	2	0	3
3171386	P62937	PPIA_HUMAN	PPIA	Q72497	Q72497_9HIV1	gag	2	2	2	6	7
3371584	P62937	PPIA_HUMAN	PPIA	P78362	SRPK2_HUMAN	SRPK2	3	2	2	0	3
3412920	P62937	PPIA_HUMAN	PPIA	Q7Z7L7	ZER1_HUMAN	ZER1	2	2	2	0	2
3412922	P62937	PPIA_HUMAN	PPIA	Q6P5Z2	PKN3_HUMAN	PKN3	2	2	2	0	2
3412923	P62937	PPIA_HUMAN	PPIA	Q9BQE9	BCL7B_HUMAN	BCL7B	2	2	2	0	2
3412924	P62937	PPIA_HUMAN	PPIA	P49419	AL7A1_HUMAN	ALDH7A1	2	2	2	0	2
3412925	P62937	PPIA_HUMAN	PPIA	Q9BWF3	RBM4_HUMAN	RBM4	2	2	2	0	2
3412926	P62937	PPIA_HUMAN	PPIA	Q99698	LYST_HUMAN	LYST	2	2	2	0	2
3412927	P62937	PPIA_HUMAN	PPIA	P04083	ANXA1_HUMAN	ANXA1	2	2	2	0	2
3412928	P62937	PPIA_HUMAN	PPIA	Q9BUB5	MKNK1_HUMAN	MKNK1	2	2	2	0	2
3412930	P62937	PPIA_HUMAN	PPIA	P22102	PUR2_HUMAN	GART	2	2	2	0	2
3412931	P62937	PPIA_HUMAN	PPIA	Q13277	STX3_HUMAN	STX3	2	2	2	0	2
3412932	P62937	PPIA_HUMAN	PPIA	Q9H329	E41LB_HUMAN	EPB41L4B	2	2	2	0	2
3412933	P62937	PPIA_HUMAN	PPIA	Q9H9Q2	CSN7B_HUMAN	COPS7B	2	2	2	0	2
3412934	P62937	PPIA_HUMAN	PPIA	O00429	DNM1L_HUMAN	DNM1L	2	2	2	0	2
3412936	P62937	PPIA_HUMAN	PPIA	P61088	UBE2N_HUMAN	UBE2N	2	2	2	0	2
3412937	P62937	PPIA_HUMAN	PPIA	Q99766	ATP5S_HUMAN	ATP5S	2	2	2	0	2
3621195	P62937	PPIA_HUMAN	PPIA	Q08209	PP2BA_HUMAN	PPP3CA	2	2	2	1	2
3739636	P62937	PPIA_HUMAN	PPIA	P00441	SODC_HUMAN	SOD1	2	1	2	0	2
3312470	P62942	FKB1A_HUMAN	FKBP1A	P36897	TGFR1_HUMAN	TGFBR1	5	4	4	1	7
3312909	P62942	FKB1A_HUMAN	FKBP1A	P42345	MTOR_HUMAN	MTOR	13	8	12	3	14
3325027	P62942	FKB1A_HUMAN	FKBP1A	P36896	ACV1B_HUMAN	ACVR1B	4	4	2	0	4
3548572	P62942	FKB1A_HUMAN	FKBP1A	P21817	RYR1_HUMAN	RYR1	6	4	5	0	6
3548584	P62942	FKB1A_HUMAN	FKBP1A	Q15413	RYR3_HUMAN	RYR3	3	2	2	0	3
3554198	P62942	FKB1A_HUMAN	FKBP1A	Q08209	PP2BA_HUMAN	PPP3CA	2	2	2	0	2
3558516	P62942	FKB1A_HUMAN	FKBP1A	P62942	FKB1A_HUMAN	FKBP1A	3	2	3	0	3
3569122	P62942	FKB1A_HUMAN	FKBP1A	Q14643	ITPR1_HUMAN	ITPR1	2	2	2	0	3
3647676	P62942	FKB1A_HUMAN	FKBP1A	Q8N122	RPTOR_HUMAN	RPTOR	2	1	2	0	2
3725853	P62945	RL41_HUMAN	RPL41	P05067	A4_HUMAN	APP	2	1	2	0	2
3318509	P62979	RS27A_HUMAN	RPS27A	Q9Y3C5	RNF11_HUMAN	RNF11	2	1	2	0	3
3559501	P62979	RS27A_HUMAN	RPS27A	Q15796	SMAD2_HUMAN	SMAD2	2	2	2	0	2
3679050	P62979	RS27A_HUMAN	RPS27A	Q00987	MDM2_HUMAN	MDM2	4	4	2	0	5
3729363	P62979	RS27A_HUMAN	RPS27A	P15880	RS2_HUMAN	RPS2	2	2	2	0	3
3729467	P62979	RS27A_HUMAN	RPS27A	P08865	RSSA_HUMAN	RPSA	2	2	2	0	3
3312350	P62993	GRB2_HUMAN	GRB2	Q05193	DYN1_HUMAN	DNM1	13	7	9	0	14
3312719	P62993	GRB2_HUMAN	GRB2	O43561	LAT_HUMAN	LAT	12	7	7	0	20
3312759	P62993	GRB2_HUMAN	GRB2	Q9UQC2	GAB2_HUMAN	GAB2	22	14	13	0	29
3312834	P62993	GRB2_HUMAN	GRB2	P11274	BCR_HUMAN	BCR	24	8	13	0	25
3312898	P62993	GRB2_HUMAN	GRB2	P18031	PTN1_HUMAN	PTPN1	4	3	3	0	5
3313570	P62993	GRB2_HUMAN	GRB2	P35235	PTN11_MOUSE	Ptpn11	5	4	5	0	7
3314626	P62993	GRB2_HUMAN	GRB2	P29353	SHC1_HUMAN	SHC1	64	13	55	0	79
3315555	P62993	GRB2_HUMAN	GRB2	Q04695	K1C17_HUMAN	KRT17	3	2	2	0	4
3315556	P62993	GRB2_HUMAN	GRB2	P05787	K2C8_HUMAN	KRT8	4	4	2	0	5
3315558	P62993	GRB2_HUMAN	GRB2	Q06124	PTN11_HUMAN	PTPN11	21	7	17	0	24
3315559	P62993	GRB2_HUMAN	GRB2	P0CG47	UBB_HUMAN	UBB	2	2	2	0	3
3315560	P62993	GRB2_HUMAN	GRB2	Q13191	CBLB_HUMAN	CBLB	17	9	9	0	19
3315562	P62993	GRB2_HUMAN	GRB2	P62993	GRB2_HUMAN	GRB2	6	5	5	0	7
3315563	P62993	GRB2_HUMAN	GRB2	Q9UKW4	VAV3_HUMAN	VAV3	9	6	5	0	11
3315564	P62993	GRB2_HUMAN	GRB2	P52735	VAV2_HUMAN	VAV2	4	3	2	0	5
3315566	P62993	GRB2_HUMAN	GRB2	P46940	IQGA1_HUMAN	IQGAP1	3	2	2	0	4
3315567	P62993	GRB2_HUMAN	GRB2	Q07889	SOS1_HUMAN	SOS1	49	12	42	0	57
3315569	P62993	GRB2_HUMAN	GRB2	P06748	NPM_HUMAN	NPM1	4	3	4	0	4
3315571	P62993	GRB2_HUMAN	GRB2	P26641	EF1G_HUMAN	EEF1G	2	2	2	0	2
3315576	P62993	GRB2_HUMAN	GRB2	P62805	H4_HUMAN	HIST4H4	3	3	3	0	3
3315582	P62993	GRB2_HUMAN	GRB2	P61978	HNRPK_HUMAN	HNRNPK	8	6	5	0	8
3315586	P62993	GRB2_HUMAN	GRB2	Q08209	PP2BA_HUMAN	PPP3CA	3	3	3	0	4
3315602	P62993	GRB2_HUMAN	GRB2	P07355	ANXA2_HUMAN	ANXA2	4	3	3	0	4
3315608	P62993	GRB2_HUMAN	GRB2	P08238	HS90B_HUMAN	HSP90AB1	2	2	2	0	2
3315610	P62993	GRB2_HUMAN	GRB2	P19338	NUCL_HUMAN	NCL	3	3	2	0	3
3315613	P62993	GRB2_HUMAN	GRB2	P10809	CH60_HUMAN	HSPD1	2	2	2	0	2
3315629	P62993	GRB2_HUMAN	GRB2	O75369	FLNB_HUMAN	FLNB	2	2	2	0	2
3315636	P62993	GRB2_HUMAN	GRB2	O75083	WDR1_HUMAN	WDR1	2	2	2	0	3
3315637	P62993	GRB2_HUMAN	GRB2	P11142	HSP7C_HUMAN	HSPA8	2	2	2	0	2
3315638	P62993	GRB2_HUMAN	GRB2	Q14247	SRC8_HUMAN	CTTN	5	5	4	0	5
3315639	P62993	GRB2_HUMAN	GRB2	P11021	GRP78_HUMAN	HSPA5	4	4	3	0	4
3315651	P62993	GRB2_HUMAN	GRB2	Q01082	SPTB2_HUMAN	SPTBN1	3	3	2	0	3
3315663	P62993	GRB2_HUMAN	GRB2	Q00839	HNRPU_HUMAN	HNRNPU	2	2	2	0	2
3315669	P62993	GRB2_HUMAN	GRB2	Q9Y265	RUVB1_HUMAN	RUVBL1	2	2	2	0	2
3315681	P62993	GRB2_HUMAN	GRB2	P12268	IMDH2_HUMAN	IMPDH2	2	2	2	0	2
3315697	P62993	GRB2_HUMAN	GRB2	P60866	RS20_HUMAN	RPS20	2	2	2	0	2
3315708	P62993	GRB2_HUMAN	GRB2	Q16643	DREB_HUMAN	DBN1	6	6	3	0	6
3315710	P62993	GRB2_HUMAN	GRB2	P68371	TBB4B_HUMAN	TUBB4B	2	2	2	0	2
3315712	P62993	GRB2_HUMAN	GRB2	P63261	ACTG_HUMAN	ACTG1	4	3	3	0	4
3315716	P62993	GRB2_HUMAN	GRB2	P34931	HS71L_HUMAN	HSPA1L	2	2	2	0	2
3315722	P62993	GRB2_HUMAN	GRB2	P07437	TBB5_HUMAN	TUBB	2	2	2	0	2
3315727	P62993	GRB2_HUMAN	GRB2	P22626	ROA2_HUMAN	HNRNPA2B1	3	3	2	0	3
3315749	P62993	GRB2_HUMAN	GRB2	P19105	ML12A_HUMAN	MYL12A	3	3	2	0	3
3315750	P62993	GRB2_HUMAN	GRB2	P21333	FLNA_HUMAN	FLNA	3	3	3	0	3
3315757	P62993	GRB2_HUMAN	GRB2	P35579	MYH9_HUMAN	MYH9	5	5	3	0	5
3316197	P62993	GRB2_HUMAN	GRB2	P48634	PRC2A_HUMAN	PRRC2A	2	1	2	0	4
3321968	P62993	GRB2_HUMAN	GRB2	P15498	VAV_HUMAN	VAV1	8	5	6	0	8
3322369	P62993	GRB2_HUMAN	GRB2	P11137	MTAP2_HUMAN	MAP2	7	5	3	0	10
3322439	P62993	GRB2_HUMAN	GRB2	P22681	CBL_HUMAN	CBL	95	16	67	0	106
3322440	P62993	GRB2_HUMAN	GRB2	P07949	RET_HUMAN	RET	6	3	5	0	6
3322699	P62993	GRB2_HUMAN	GRB2	P50570	DYN2_HUMAN	DNM2	11	7	6	0	11
3324738	P62993	GRB2_HUMAN	GRB2	Q7L591	DOK3_HUMAN	DOK3	2	2	2	0	3
3325960	P62993	GRB2_HUMAN	GRB2	P21860	ERBB3_HUMAN	ERBB3	7	5	5	0	9
3329533	P62993	GRB2_HUMAN	GRB2	Q9BYB0	SHAN3_HUMAN	SHANK3	2	2	2	0	2
3329536	P62993	GRB2_HUMAN	GRB2	P42566	EPS15_HUMAN	EPS15	4	4	3	0	5
3329565	P62993	GRB2_HUMAN	GRB2	P98082	DAB2_HUMAN	DAB2	6	5	5	0	6
3329585	P62993	GRB2_HUMAN	GRB2	P42684	ABL2_HUMAN	ABL2	2	2	2	0	3
3329595	P62993	GRB2_HUMAN	GRB2	Q15027	ACAP1_HUMAN	ACAP1	4	4	3	0	4
3329624	P62993	GRB2_HUMAN	GRB2	Q9Y4K4	M4K5_HUMAN	MAP4K5	7	7	5	0	7
3329629	P62993	GRB2_HUMAN	GRB2	O00750	P3C2B_HUMAN	PIK3C2B	7	5	5	0	7
3329670	P62993	GRB2_HUMAN	GRB2	O60674	JAK2_HUMAN	JAK2	5	4	4	0	6
3332768	P62993	GRB2_HUMAN	GRB2	Q92734	TFG_HUMAN	TFG	3	3	2	0	4
3336278	P62993	GRB2_HUMAN	GRB2	Q9UQ16	DYN3_HUMAN	DNM3	5	3	3	0	5
3336280	P62993	GRB2_HUMAN	GRB2	Q9NZQ3	SPN90_HUMAN	NCKIPSD	7	4	3	0	7
3336281	P62993	GRB2_HUMAN	GRB2	Q9H939	PPIP2_HUMAN	PSTPIP2	4	3	2	0	4
